Palabra/Clase, FrecPos, FrecNeg, LogPos, LogNeg
outstanding, 3, 0, -3.2099169530089915, -3.843481943039958
goat, 1, 0, -3.5109469486729727, -3.843481943039958
skimp, 1, 0, -3.5109469486729727, -3.843481943039958
salads, 2, 0, -3.3348556896172914, -3.843481943039958
soooo, 2, 0, -3.3348556896172914, -3.843481943039958
incredibly, 1, 0, -3.5109469486729727, -3.843481943039958
prepared, 1, 0, -3.5109469486729727, -3.843481943039958
servicecheck, 1, 0, -3.5109469486729727, -3.843481943039958
summer, 2, 0, -3.3348556896172914, -3.843481943039958
dine, 1, 0, -3.5109469486729727, -3.843481943039958
charming, 1, 0, -3.5109469486729727, -3.843481943039958
outdoor, 1, 0, -3.5109469486729727, -3.843481943039958
delightful, 2, 0, -3.3348556896172914, -3.843481943039958
bbq, 1, 0, -3.5109469486729727, -3.843481943039958
lighter, 1, 0, -3.5109469486729727, -3.843481943039958
reasonable, 5, 0, -3.03382569395331, -3.843481943039958
public, 1, 0, -3.5109469486729727, -3.843481943039958
ways, 1, 0, -3.5109469486729727, -3.843481943039958
happy, 8, 0, -2.8577344348976292, -3.843481943039958
inhouse, 1, 0, -3.5109469486729727, -3.843481943039958
exceptional, 1, 0, -3.5109469486729727, -3.843481943039958
months, 1, 0, -3.5109469486729727, -3.843481943039958
returned, 1, 0, -3.5109469486729727, -3.843481943039958
favorite, 3, 0, -3.2099169530089915, -3.843481943039958
town, 5, 0, -3.03382569395331, -3.843481943039958
shawarrrrrrma, 1, 0, -3.5109469486729727, -3.843481943039958
eyed, 1, 0, -3.5109469486729727, -3.843481943039958
peas, 1, 0, -3.5109469486729727, -3.843481943039958
unreal, 1, 0, -3.5109469486729727, -3.843481943039958
serve, 2, 0, -3.3348556896172914, -3.843481943039958
vinaigrette, 1, 0, -3.5109469486729727, -3.843481943039958
truly, 1, 0, -3.5109469486729727, -3.843481943039958
unbelievably, 1, 0, -3.5109469486729727, -3.843481943039958
glad, 1, 0, -3.5109469486729727, -3.843481943039958
pleased, 3, 0, -3.2099169530089915, -3.843481943039958
omg, 2, 0, -3.3348556896172914, -3.843481943039958
delicioso, 1, 0, -3.5109469486729727, -3.843481943039958
feels, 2, 0, -3.3348556896172914, -3.843481943039958
driving, 1, 0, -3.5109469486729727, -3.843481943039958
tucson, 1, 0, -3.5109469486729727, -3.843481943039958
chipotle, 1, 0, -3.5109469486729727, -3.843481943039958
classywarm, 1, 0, -3.5109469486729727, -3.843481943039958
fun, 3, 0, -3.2099169530089915, -3.843481943039958
succulent, 1, 0, -3.5109469486729727, -3.843481943039958
baseball, 1, 0, -3.5109469486729727, -3.843481943039958
brick, 2, 0, -3.3348556896172914, -3.843481943039958
oven, 2, 0, -3.3348556896172914, -3.843481943039958
app, 1, 0, -3.5109469486729727, -3.843481943039958
treated, 1, 0, -3.5109469486729727, -3.843481943039958
genuinely, 1, 0, -3.5109469486729727, -3.843481943039958
enthusiastic, 1, 0, -3.5109469486729727, -3.843481943039958
treat, 2, 0, -3.3348556896172914, -3.843481943039958
cool, 3, 0, -3.2099169530089915, -3.843481943039958
handling, 1, 0, -3.5109469486729727, -3.843481943039958
rowdy, 1, 0, -3.5109469486729727, -3.843481943039958
craving, 1, 0, -3.5109469486729727, -3.843481943039958
space, 1, 0, -3.5109469486729727, -3.843481943039958
tiny, 1, 0, -3.5109469486729727, -3.843481943039958
elegantly, 1, 0, -3.5109469486729727, -3.843481943039958
comfortable, 2, 0, -3.3348556896172914, -3.843481943039958
customize, 1, 0, -3.5109469486729727, -3.843481943039958
youd, 1, 0, -3.5109469486729727, -3.843481943039958
usual, 1, 0, -3.5109469486729727, -3.843481943039958
eggplant, 2, 0, -3.3348556896172914, -3.843481943039958
bean, 1, 0, -3.5109469486729727, -3.843481943039958
fry, 2, 0, -3.3348556896172914, -3.843481943039958
dinners, 1, 0, -3.5109469486729727, -3.843481943039958
outshining, 1, 0, -3.5109469486729727, -3.843481943039958
halibut, 1, 0, -3.5109469486729727, -3.843481943039958
def, 1, 0, -3.5109469486729727, -3.843481943039958
healthy, 2, 0, -3.3348556896172914, -3.843481943039958
ethic, 1, 0, -3.5109469486729727, -3.843481943039958
continue, 1, 0, -3.5109469486729727, -3.843481943039958
andddd, 1, 0, -3.5109469486729727, -3.843481943039958
date, 1, 0, -3.5109469486729727, -3.843481943039958
past, 1, 0, -3.5109469486729727, -3.843481943039958
stuffed, 2, 0, -3.3348556896172914, -3.843481943039958
located, 1, 0, -3.5109469486729727, -3.843481943039958
inside, 5, 0, -3.03382569395331, -3.843481943039958
crystals, 1, 0, -3.5109469486729727, -3.843481943039958
shopping, 1, 0, -3.5109469486729727, -3.843481943039958
aria, 1, 0, -3.5109469486729727, -3.843481943039958
summarize, 1, 0, -3.5109469486729727, -3.843481943039958
nay, 1, 0, -3.5109469486729727, -3.843481943039958
transcendant, 1, 0, -3.5109469486729727, -3.843481943039958
brings, 1, 0, -3.5109469486729727, -3.843481943039958
joy, 1, 0, -3.5109469486729727, -3.843481943039958
memory, 1, 0, -3.5109469486729727, -3.843481943039958
pneumatic, 1, 0, -3.5109469486729727, -3.843481943039958
condiment, 1, 0, -3.5109469486729727, -3.843481943039958
dispenser, 1, 0, -3.5109469486729727, -3.843481943039958
lots, 2, 0, -3.3348556896172914, -3.843481943039958
options, 4, 0, -3.1130069400009353, -3.843481943039958
kiddos, 1, 0, -3.5109469486729727, -3.843481943039958
perfect, 10, 0, -2.770584259178729, -3.843481943039958
perfection, 2, 0, -3.3348556896172914, -3.843481943039958
impeccable, 2, 0, -3.3348556896172914, -3.843481943039958
reminds, 1, 0, -3.5109469486729727, -3.843481943039958
shops, 1, 0, -3.5109469486729727, -3.843481943039958
san, 1, 0, -3.5109469486729727, -3.843481943039958
francisco, 1, 0, -3.5109469486729727, -3.843481943039958
today, 2, 0, -3.3348556896172914, -3.843481943039958
buldogis, 1, 0, -3.5109469486729727, -3.843481943039958
gourmet, 1, 0, -3.5109469486729727, -3.843481943039958
petty, 1, 0, -3.5109469486729727, -3.843481943039958
iced, 1, 0, -3.5109469486729727, -3.843481943039958
hungry, 1, 0, -3.5109469486729727, -3.843481943039958
assure, 2, 0, -3.3348556896172914, -3.843481943039958
enjoyed, 5, 0, -3.03382569395331, -3.843481943039958
regular, 3, 0, -3.2099169530089915, -3.843481943039958
professional, 2, 0, -3.3348556896172914, -3.843481943039958
until, 3, 0, -3.2099169530089915, -3.843481943039958
companions, 1, 0, -3.5109469486729727, -3.843481943039958
meeverything, 1, 0, -3.5109469486729727, -3.843481943039958
expertconnisseur, 1, 0, -3.5109469486729727, -3.843481943039958
topic, 1, 0, -3.5109469486729727, -3.843481943039958
nicest, 2, 0, -3.3348556896172914, -3.843481943039958
across, 1, 0, -3.5109469486729727, -3.843481943039958
absolutley, 1, 0, -3.5109469486729727, -3.843481943039958
steiners, 1, 0, -3.5109469486729727, -3.843481943039958
fs, 1, 0, -3.5109469486729727, -3.843481943039958
breakfastlunch, 1, 0, -3.5109469486729727, -3.843481943039958
week, 2, 0, -3.3348556896172914, -3.843481943039958
mention, 1, 0, -3.5109469486729727, -3.843481943039958
pears, 1, 0, -3.5109469486729727, -3.843481943039958
almonds, 1, 0, -3.5109469486729727, -3.843481943039958
winner, 1, 0, -3.5109469486729727, -3.843481943039958
spicier, 1, 0, -3.5109469486729727, -3.843481943039958
prefer, 1, 0, -3.5109469486729727, -3.843481943039958
ribeye, 1, 0, -3.5109469486729727, -3.843481943039958
perfectly, 2, 0, -3.3348556896172914, -3.843481943039958
mesquite, 1, 0, -3.5109469486729727, -3.843481943039958
gooodd, 1, 0, -3.5109469486729727, -3.843481943039958
mouthful, 1, 0, -3.5109469486729727, -3.843481943039958
enjoyable, 1, 0, -3.5109469486729727, -3.843481943039958
relaxed, 1, 0, -3.5109469486729727, -3.843481943039958
venue, 1, 0, -3.5109469486729727, -3.843481943039958
couples, 1, 0, -3.5109469486729727, -3.843481943039958
groups, 1, 0, -3.5109469486729727, -3.843481943039958
etc, 1, 0, -3.5109469486729727, -3.843481943039958
nargile, 1, 0, -3.5109469486729727, -3.843481943039958
tater, 1, 0, -3.5109469486729727, -3.843481943039958
tots, 2, 0, -3.3348556896172914, -3.843481943039958
southwest, 1, 0, -3.5109469486729727, -3.843481943039958
vanilla, 1, 0, -3.5109469486729727, -3.843481943039958
smooth, 1, 0, -3.5109469486729727, -3.843481943039958
profiterole, 1, 0, -3.5109469486729727, -3.843481943039958
choux, 1, 0, -3.5109469486729727, -3.843481943039958
pastry, 1, 0, -3.5109469486729727, -3.843481943039958
az, 1, 0, -3.5109469486729727, -3.843481943039958
disappoint, 2, 0, -3.3348556896172914, -3.843481943039958
trimmed, 1, 0, -3.5109469486729727, -3.843481943039958
group, 2, 0, -3.3348556896172914, -3.843481943039958
70, 1, 0, -3.5109469486729727, -3.843481943039958
claimed, 1, 0, -3.5109469486729727, -3.843481943039958
handled, 1, 0, -3.5109469486729727, -3.843481943039958
beautifully, 1, 0, -3.5109469486729727, -3.843481943039958
jewel, 1, 0, -3.5109469486729727, -3.843481943039958
las, 1, 0, -3.5109469486729727, -3.843481943039958
exactly, 1, 0, -3.5109469486729727, -3.843481943039958
hoping, 1, 0, -3.5109469486729727, -3.843481943039958
nearly, 1, 0, -3.5109469486729727, -3.843481943039958
living, 1, 0, -3.5109469486729727, -3.843481943039958
toro, 1, 0, -3.5109469486729727, -3.843481943039958
tartare, 1, 0, -3.5109469486729727, -3.843481943039958
cavier, 1, 0, -3.5109469486729727, -3.843481943039958
extraordinary, 1, 0, -3.5109469486729727, -3.843481943039958
thinly, 1, 0, -3.5109469486729727, -3.843481943039958
wagyu, 1, 0, -3.5109469486729727, -3.843481943039958
truffle, 1, 0, -3.5109469486729727, -3.843481943039958
awesome, 12, 0, -2.698033592030117, -3.843481943039958
decide, 1, 0, -3.5109469486729727, -3.843481943039958
conclusion, 1, 0, -3.5109469486729727, -3.843481943039958
daily, 1, 0, -3.5109469486729727, -3.843481943039958
specials, 1, 0, -3.5109469486729727, -3.843481943039958
pancake, 1, 0, -3.5109469486729727, -3.843481943039958
crawfish, 1, 0, -3.5109469486729727, -3.843481943039958
monster, 1, 0, -3.5109469486729727, -3.843481943039958
funny, 1, 0, -3.5109469486729727, -3.843481943039958
moms, 1, 0, -3.5109469486729727, -3.843481943039958
multigrain, 1, 0, -3.5109469486729727, -3.843481943039958
pumpkin, 1, 0, -3.5109469486729727, -3.843481943039958
pecan, 1, 0, -3.5109469486729727, -3.843481943039958
fluffy, 1, 0, -3.5109469486729727, -3.843481943039958
homemade, 3, 0, -3.2099169530089915, -3.843481943039958
pastas, 1, 0, -3.5109469486729727, -3.843481943039958
cheesecurds, 1, 0, -3.5109469486729727, -3.843481943039958
reasonably, 1, 0, -3.5109469486729727, -3.843481943039958
priced, 1, 0, -3.5109469486729727, -3.843481943039958
typical, 1, 0, -3.5109469486729727, -3.843481943039958
glance, 1, 0, -3.5109469486729727, -3.843481943039958
lovely, 2, 0, -3.3348556896172914, -3.843481943039958
finger, 1, 0, -3.5109469486729727, -3.843481943039958
item, 1, 0, -3.5109469486729727, -3.843481943039958
beauty, 1, 0, -3.5109469486729727, -3.843481943039958
havent, 1, 0, -3.5109469486729727, -3.843481943039958
pack, 1, 0, -3.5109469486729727, -3.843481943039958
togo, 1, 0, -3.5109469486729727, -3.843481943039958
tiramisu, 1, 0, -3.5109469486729727, -3.843481943039958
cannoli, 1, 0, -3.5109469486729727, -3.843481943039958
die, 1, 0, -3.5109469486729727, -3.843481943039958
bartender, 1, 0, -3.5109469486729727, -3.843481943039958
thumbs, 3, 0, -3.2099169530089915, -3.843481943039958
upway, 1, 0, -3.5109469486729727, -3.843481943039958
sun, 1, 0, -3.5109469486729727, -3.843481943039958
bunch, 1, 0, -3.5109469486729727, -3.843481943039958
meats, 1, 0, -3.5109469486729727, -3.843481943039958
choose, 2, 0, -3.3348556896172914, -3.843481943039958
experienced, 1, 0, -3.5109469486729727, -3.843481943039958
frenchman, 1, 0, -3.5109469486729727, -3.843481943039958
opinion, 1, 0, -3.5109469486729727, -3.843481943039958
gc, 1, 0, -3.5109469486729727, -3.843481943039958
sample, 1, 0, -3.5109469486729727, -3.843481943039958
yellowtail, 1, 0, -3.5109469486729727, -3.843481943039958
carpaccio, 1, 0, -3.5109469486729727, -3.843481943039958
melt, 2, 0, -3.3348556896172914, -3.843481943039958
boyfriend, 3, 0, -3.2099169530089915, -3.843481943039958
donut, 1, 0, -3.5109469486729727, -3.843481943039958
saving, 1, 0, -3.5109469486729727, -3.843481943039958
tapas, 2, 0, -3.3348556896172914, -3.843481943039958
stop, 2, 0, -3.3348556896172914, -3.843481943039958
hankering, 1, 0, -3.5109469486729727, -3.843481943039958
regularly, 1, 0, -3.5109469486729727, -3.843481943039958
efficient, 1, 0, -3.5109469486729727, -3.843481943039958
perpared, 1, 0, -3.5109469486729727, -3.843481943039958
giant, 1, 0, -3.5109469486729727, -3.843481943039958
slices, 1, 0, -3.5109469486729727, -3.843481943039958
toast, 1, 0, -3.5109469486729727, -3.843481943039958
lightly, 1, 0, -3.5109469486729727, -3.843481943039958
dusted, 1, 0, -3.5109469486729727, -3.843481943039958
powdered, 1, 0, -3.5109469486729727, -3.843481943039958
sugar, 1, 0, -3.5109469486729727, -3.843481943039958
fo, 1, 0, -3.5109469486729727, -3.843481943039958
accomodate, 1, 0, -3.5109469486729727, -3.843481943039958
veganveggie, 1, 0, -3.5109469486729727, -3.843481943039958
croutons, 1, 0, -3.5109469486729727, -3.843481943039958
extra, 1, 0, -3.5109469486729727, -3.843481943039958
itll, 1, 0, -3.5109469486729727, -3.843481943039958
trips, 1, 0, -3.5109469486729727, -3.843481943039958
phoenix, 2, 0, -3.3348556896172914, -3.843481943039958
crema, 1, 0, -3.5109469486729727, -3.843481943039958
café, 1, 0, -3.5109469486729727, -3.843481943039958
expanded, 1, 0, -3.5109469486729727, -3.843481943039958
miss, 1, 0, -3.5109469486729727, -3.843481943039958
wish, 1, 0, -3.5109469486729727, -3.843481943039958
philadelphia, 1, 0, -3.5109469486729727, -3.843481943039958
crisp, 1, 0, -3.5109469486729727, -3.843481943039958
satisfying, 2, 0, -3.3348556896172914, -3.843481943039958
north, 1, 0, -3.5109469486729727, -3.843481943039958
scottsdale, 1, 0, -3.5109469486729727, -3.843481943039958
absolute, 1, 0, -3.5109469486729727, -3.843481943039958
visit, 2, 0, -3.3348556896172914, -3.843481943039958
tongue, 1, 0, -3.5109469486729727, -3.843481943039958
cheek, 1, 0, -3.5109469486729727, -3.843481943039958
grilled, 2, 0, -3.3348556896172914, -3.843481943039958
yellow, 1, 0, -3.5109469486729727, -3.843481943039958
saffron, 1, 0, -3.5109469486729727, -3.843481943039958
seasoning, 1, 0, -3.5109469486729727, -3.843481943039958
boys, 1, 0, -3.5109469486729727, -3.843481943039958
four, 1, 0, -3.5109469486729727, -3.843481943039958
blue, 1, 0, -3.5109469486729727, -3.843481943039958
shirt, 1, 0, -3.5109469486729727, -3.843481943039958
letting, 1, 0, -3.5109469486729727, -3.843481943039958
roast, 1, 0, -3.5109469486729727, -3.843481943039958
highquality, 1, 0, -3.5109469486729727, -3.843481943039958
caesar, 1, 0, -3.5109469486729727, -3.843481943039958
promptly, 1, 0, -3.5109469486729727, -3.843481943039958
greeted, 1, 0, -3.5109469486729727, -3.843481943039958
proven, 1, 0, -3.5109469486729727, -3.843481943039958
dead, 1, 0, -3.5109469486729727, -3.843481943039958
macarons, 1, 0, -3.5109469486729727, -3.843481943039958
insanely, 1, 0, -3.5109469486729727, -3.843481943039958
informative, 1, 0, -3.5109469486729727, -3.843481943039958
relax, 1, 0, -3.5109469486729727, -3.843481943039958
sitdown, 1, 0, -3.5109469486729727, -3.843481943039958
together, 1, 0, -3.5109469486729727, -3.843481943039958
italian, 2, 0, -3.3348556896172914, -3.843481943039958
screams, 1, 0, -3.5109469486729727, -3.843481943039958
legit, 2, 0, -3.3348556896172914, -3.843481943039958
booksomethats, 1, 0, -3.5109469486729727, -3.843481943039958
duo, 1, 0, -3.5109469486729727, -3.843481943039958
violinists, 1, 0, -3.5109469486729727, -3.843481943039958
songs, 1, 0, -3.5109469486729727, -3.843481943039958
requested, 1, 0, -3.5109469486729727, -3.843481943039958
personally, 1, 0, -3.5109469486729727, -3.843481943039958
baklava, 1, 0, -3.5109469486729727, -3.843481943039958
falafels, 1, 0, -3.5109469486729727, -3.843481943039958
baba, 1, 0, -3.5109469486729727, -3.843481943039958
ganoush, 1, 0, -3.5109469486729727, -3.843481943039958
mgm, 1, 0, -3.5109469486729727, -3.843481943039958
courteous, 1, 0, -3.5109469486729727, -3.843481943039958
eclectic, 1, 0, -3.5109469486729727, -3.843481943039958
onion, 1, 0, -3.5109469486729727, -3.843481943039958
rings, 1, 0, -3.5109469486729727, -3.843481943039958
chef, 2, 0, -3.3348556896172914, -3.843481943039958
pictures, 1, 0, -3.5109469486729727, -3.843481943039958
nobu, 1, 0, -3.5109469486729727, -3.843481943039958
gem, 1, 0, -3.5109469486729727, -3.843481943039958
giving, 1, 0, -3.5109469486729727, -3.843481943039958
panna, 1, 0, -3.5109469486729727, -3.843481943039958
cotta, 1, 0, -3.5109469486729727, -3.843481943039958
atmosphere1, 1, 0, -3.5109469486729727, -3.843481943039958
flavors, 1, 0, -3.5109469486729727, -3.843481943039958
slaw, 1, 0, -3.5109469486729727, -3.843481943039958
drenched, 1, 0, -3.5109469486729727, -3.843481943039958
mayo, 1, 0, -3.5109469486729727, -3.843481943039958
piano, 1, 0, -3.5109469486729727, -3.843481943039958
soundtrack, 1, 0, -3.5109469486729727, -3.843481943039958
amazingrge, 1, 0, -3.5109469486729727, -3.843481943039958
fillet, 1, 0, -3.5109469486729727, -3.843481943039958
relleno, 1, 0, -3.5109469486729727, -3.843481943039958
sergeant, 1, 0, -3.5109469486729727, -3.843481943039958
pepper, 1, 0, -3.5109469486729727, -3.843481943039958
auju, 1, 0, -3.5109469486729727, -3.843481943039958
hawaiian, 1, 0, -3.5109469486729727, -3.843481943039958
breeze, 1, 0, -3.5109469486729727, -3.843481943039958
mango, 1, 0, -3.5109469486729727, -3.843481943039958
magic, 1, 0, -3.5109469486729727, -3.843481943039958
pineapple, 1, 0, -3.5109469486729727, -3.843481943039958
delight, 1, 0, -3.5109469486729727, -3.843481943039958
smoothies, 1, 0, -3.5109469486729727, -3.843481943039958
theyre, 1, 0, -3.5109469486729727, -3.843481943039958
2007, 1, 0, -3.5109469486729727, -3.843481943039958
mouths, 1, 0, -3.5109469486729727, -3.843481943039958
bellies, 1, 0, -3.5109469486729727, -3.843481943039958
reminded, 1, 0, -3.5109469486729727, -3.843481943039958
pros, 1, 0, -3.5109469486729727, -3.843481943039958
simple, 2, 0, -3.3348556896172914, -3.843481943039958
dough, 1, 0, -3.5109469486729727, -3.843481943039958
hooked, 1, 0, -3.5109469486729727, -3.843481943039958
quaint, 1, 0, -3.5109469486729727, -3.843481943039958
deliciously, 1, 0, -3.5109469486729727, -3.843481943039958
moist, 2, 0, -3.3348556896172914, -3.843481943039958
compliments, 1, 0, -3.5109469486729727, -3.843481943039958
thanks, 1, 0, -3.5109469486729727, -3.843481943039958
dylan, 1, 0, -3.5109469486729727, -3.843481943039958
t, 1, 0, -3.5109469486729727, -3.843481943039958
tummy, 1, 0, -3.5109469486729727, -3.843481943039958
added, 1, 0, -3.5109469486729727, -3.843481943039958
gratuity, 1, 0, -3.5109469486729727, -3.843481943039958
larger, 1, 0, -3.5109469486729727, -3.843481943039958
6, 1, 0, -3.5109469486729727, -3.843481943039958
han, 1, 0, -3.5109469486729727, -3.843481943039958
nan, 1, 0, -3.5109469486729727, -3.843481943039958
chinese, 2, 0, -3.3348556896172914, -3.843481943039958
indian, 1, 0, -3.5109469486729727, -3.843481943039958
naan, 1, 0, -3.5109469486729727, -3.843481943039958
pine, 1, 0, -3.5109469486729727, -3.843481943039958
nut, 1, 0, -3.5109469486729727, -3.843481943039958
airport, 1, 0, -3.5109469486729727, -3.843481943039958
speedy, 1, 0, -3.5109469486729727, -3.843481943039958
calligraphy, 1, 0, -3.5109469486729727, -3.843481943039958
paper, 2, 0, -3.3348556896172914, -3.843481943039958
guest, 1, 0, -3.5109469486729727, -3.843481943039958
extensive, 1, 0, -3.5109469486729727, -3.843481943039958
provides, 1, 0, -3.5109469486729727, -3.843481943039958
wide, 1, 0, -3.5109469486729727, -3.843481943039958
array, 1, 0, -3.5109469486729727, -3.843481943039958
lil, 1, 0, -3.5109469486729727, -3.843481943039958
fuzzy, 1, 0, -3.5109469486729727, -3.843481943039958
fabulous, 1, 0, -3.5109469486729727, -3.843481943039958
wontons, 1, 0, -3.5109469486729727, -3.843481943039958
thick, 1, 0, -3.5109469486729727, -3.843481943039958
level, 1, 0, -3.5109469486729727, -3.843481943039958
spice, 1, 0, -3.5109469486729727, -3.843481943039958
overwhelm, 1, 0, -3.5109469486729727, -3.843481943039958
jalapeno, 1, 0, -3.5109469486729727, -3.843481943039958
definately, 2, 0, -3.3348556896172914, -3.843481943039958
block, 1, 0, -3.5109469486729727, -3.843481943039958
lowkey, 1, 0, -3.5109469486729727, -3.843481943039958
nonfancy, 1, 0, -3.5109469486729727, -3.843481943039958
affordable, 1, 0, -3.5109469486729727, -3.843481943039958
sour, 1, 0, -3.5109469486729727, -3.843481943039958
soups, 1, 0, -3.5109469486729727, -3.843481943039958
sunday, 1, 0, -3.5109469486729727, -3.843481943039958
flair, 1, 0, -3.5109469486729727, -3.843481943039958
bartenders, 1, 0, -3.5109469486729727, -3.843481943039958
satifying, 1, 0, -3.5109469486729727, -3.843481943039958
join, 1, 0, -3.5109469486729727, -3.843481943039958
club, 1, 0, -3.5109469486729727, -3.843481943039958
via, 1, 0, -3.5109469486729727, -3.843481943039958
email, 1, 0, -3.5109469486729727, -3.843481943039958
likes, 1, 0, -3.5109469486729727, -3.843481943039958
case, 1, 0, -3.5109469486729727, -3.843481943039958
colder, 1, 0, -3.5109469486729727, -3.843481943039958
words, 1, 0, -3.5109469486729727, -3.843481943039958
crowds, 1, 0, -3.5109469486729727, -3.843481943039958
downtown, 1, 0, -3.5109469486729727, -3.843481943039958
juries, 1, 0, -3.5109469486729727, -3.843481943039958
lawyers, 1, 0, -3.5109469486729727, -3.843481943039958
court, 1, 0, -3.5109469486729727, -3.843481943039958
classic, 1, 0, -3.5109469486729727, -3.843481943039958
maine, 1, 0, -3.5109469486729727, -3.843481943039958
roll, 1, 0, -3.5109469486729727, -3.843481943039958
hereas, 1, 0, -3.5109469486729727, -3.843481943039958
tribute, 2, 0, -3.3348556896172914, -3.843481943039958
event, 1, 0, -3.5109469486729727, -3.843481943039958
held, 1, 0, -3.5109469486729727, -3.843481943039958
youll, 1, 0, -3.5109469486729727, -3.843481943039958
surprise, 1, 0, -3.5109469486729727, -3.843481943039958
goldencrispy, 1, 0, -3.5109469486729727, -3.843481943039958
bruschetta, 1, 0, -3.5109469486729727, -3.843481943039958
devine, 1, 0, -3.5109469486729727, -3.843481943039958
lastly, 1, 0, -3.5109469486729727, -3.843481943039958
mozzarella, 1, 0, -3.5109469486729727, -3.843481943039958
seasonal, 1, 0, -3.5109469486729727, -3.843481943039958
fruit, 1, 0, -3.5109469486729727, -3.843481943039958
peach, 1, 0, -3.5109469486729727, -3.843481943039958
put, 1, 0, -3.5109469486729727, -3.843481943039958
plastic, 1, 0, -3.5109469486729727, -3.843481943039958
containers, 1, 0, -3.5109469486729727, -3.843481943039958
opposed, 1, 0, -3.5109469486729727, -3.843481943039958
cramming, 1, 0, -3.5109469486729727, -3.843481943039958
takeout, 1, 0, -3.5109469486729727, -3.843481943039958
boxes, 1, 0, -3.5109469486729727, -3.843481943039958
crêpe, 1, 0, -3.5109469486729727, -3.843481943039958
delicate, 1, 0, -3.5109469486729727, -3.843481943039958
maria, 1, 0, -3.5109469486729727, -3.843481943039958
caballeros, 1, 0, -3.5109469486729727, -3.843481943039958
round, 1, 0, -3.5109469486729727, -3.843481943039958
biscuit, 1, 0, -3.5109469486729727, -3.843481943039958
wines, 1, 0, -3.5109469486729727, -3.843481943039958
pricey, 1, 0, -3.5109469486729727, -3.843481943039958
pleasure, 1, 0, -3.5109469486729727, -3.843481943039958
plethora, 1, 0, -3.5109469486729727, -3.843481943039958
sandwiches, 1, 0, -3.5109469486729727, -3.843481943039958
gets, 1, 0, -3.5109469486729727, -3.843481943039958
seal, 1, 0, -3.5109469486729727, -3.843481943039958
approval, 1, 0, -3.5109469486729727, -3.843481943039958
light, 1, 0, -3.5109469486729727, -3.843481943039958
highlighted, 1, 0, -3.5109469486729727, -3.843481943039958
unique, 1, 0, -3.5109469486729727, -3.843481943039958
gyros, 1, 0, -3.5109469486729727, -3.843481943039958
ownerchef, 1, 0, -3.5109469486729727, -3.843481943039958
japanese, 1, 0, -3.5109469486729727, -3.843481943039958
dude, 1, 0, -3.5109469486729727, -3.843481943039958
ourselves, 1, 0, -3.5109469486729727, -3.843481943039958
killer, 1, 0, -3.5109469486729727, -3.843481943039958
chai, 1, 0, -3.5109469486729727, -3.843481943039958
latte, 1, 0, -3.5109469486729727, -3.843481943039958
mediterranean, 1, 0, -3.5109469486729727, -3.843481943039958
rotating, 1, 0, -3.5109469486729727, -3.843481943039958
beers, 1, 0, -3.5109469486729727, -3.843481943039958
highlight, 1, 0, -3.5109469486729727, -3.843481943039958
selections, 1, 0, -3.5109469486729727, -3.843481943039958
strawberry, 1, 0, -3.5109469486729727, -3.843481943039958
occasional, 1, 0, -3.5109469486729727, -3.843481943039958
pats, 1, 0, -3.5109469486729727, -3.843481943039958
mmmm, 1, 0, -3.5109469486729727, -3.843481943039958
sals, 1, 0, -3.5109469486729727, -3.843481943039958
fav, 1, 0, -3.5109469486729727, -3.843481943039958
caring, 1, 0, -3.5109469486729727, -3.843481943039958
teamwork, 1, 0, -3.5109469486729727, -3.843481943039958
degree, 1, 0, -3.5109469486729727, -3.843481943039958
